date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:30	32004/32004	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:38%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-bolditalic-webfont.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-bolditalic-webfont.woff	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:31	21788/21788	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:39%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-light-webfont.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-light-webfont.woff2	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:31	28540/28540	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:39%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-light-webfont.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-light-webfont.woff	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:31	22060/22060	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:41%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-regular-webfont.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-regular-webfont.woff2	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:31	28780/28780	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:40%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-regular-webfont.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-regular-webfont.woff	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:32	24656/24656	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:43%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-regularitalic-webfont.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-regularitalic-webfont.woff2	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:32	31816/31816	---M--	200	added ('OK')	text/plain	date:Fri,%2010%20Aug%202018%2018:15:42%20GMT	https://chefmasters.com.br/fonts/vw/vwtext-regularitalic-webfont.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/fonts/vw/vwtext-regularitalic-webfont.woff	(from https://chefmasters.com.br/fonts/vw/vw.css)
18:34:33	124904/124904	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:33	124904/124904	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:33	69020/69020	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:33	80660/80660	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:33	124668/124668	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	14872/14872	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	18168/18168	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.woff	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	40348/40348	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:34	700331/700331	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:35	142267/142267	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-regular-400.svg	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:35	191512/191512	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:35	191512/191512	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:36	71952/71952	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:36	92800/92800	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.woff	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:36	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20May%202019%2021:34:37%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/foundicons/3.0.0/foundation-icons.min.css)
18:34:37	191292/191292	---M--	200	added ('OK')	text/plain	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
18:34:37	725973/725973	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Oct%202018%2015:06:42%20GMT	https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/https___chefmasters.com.br_/chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/webfonts/fa-solid-900.svg	(from https://chefmasters.com.br/gdigital/gdigital_novo/fonts/fontawesome/css/all.min.css?ver=2.1.6.3)
